publicationTitle,Authors,yearOfPublication,publicationVenue,publicationID
A Web odyssey: from codd to XML,['Victor Vianu'],2003,SIGMOD,53908b4920f70186a0dbc921
Research issues for data communication in mobile ad-hoc network database systems,"['Leslie D. Fife', 'Le Gruenwald']",2003,SIGMOD,53908b4920f70186a0dbc91c
Time management for new faculty,"['Anastassia Ailamaki', 'Johannes Gehrke']",2003,SIGMOD,53908b4920f70186a0dbc924
XML schema,"['Charles E. Campbell', 'Andrew Eisenberg', 'Jim Melton']",2003,SIGMOD,53908b4920f70186a0dbc923
Peer-to-peer: harnessing the power of disruptive technologies,['Mario A. Nascimento'],2003,SIGMOD,53908b4920f70186a0dbc91f
An approach to confidence based page ranking for user oriented Web search,"['Debajyoti Mukhopadhyay', 'Debasis Giri', 'Sanasam Ranbir Singh']",2003,SIGMOD,53908b4920f70186a0dbc91a
Issues in data stream management,"['Lukasz Golab', 'M. Tamer Özsu']",2003,SIGMOD,53908b4920f70186a0dbc917
Book review column,['Karl Aberer'],2003,SIGMOD,5590d2bd0cf2ce4b6f3a033a
"Advances in Real-Time Database Systems Research: Special Section on RTDBS of ACM SIGMOD Record 25(1), March 1996.",['Azer Bestavros'],1996,SIGMOD,53908cde20f70186a0dcde08
Improving the efficiency of database-system teaching,['Jeffrey D. Ullman'],2003,SIGMOD,53908d6520f70186a0dd19f4
Querying structured text in an XML database,"['Shurug Al-Khalifa', 'Cong Yu', 'H. V. Jagadish']",2003,SIGMOD,53908d6520f70186a0dd19f5
Spreadsheets in RDBMS for OLAP,"['Andrew Witkowski', 'Srikanth Bellamkonda', 'Tolga Bozkaya', 'Gregory Dorman', 'Nathan Folkert', 'Abhinav Gupta', 'Lei Shen', 'Sankar Subramanian']",2003,SIGMOD,53908d6520f70186a0dd19f9
Rights protection for relational data,"['Radu Sion', 'Mikhail Atallah', 'Sunil Prabhakar']",2003,SIGMOD,53908d6520f70186a0dd19fd
Approximate join processing over data streams,"['Abhinandan Das', 'Johannes Gehrke', 'Mirek Riedewald']",2003,SIGMOD,53908d6520f70186a0dd19f8
QC-trees: an efficient summary structure for semantic OLAP,"['Laks V. S. Lakshmanan', 'Jian Pei', 'Yan Zhao']",2003,SIGMOD,53908d6520f70186a0dd19fa
Information sharing across private databases,"['Rakesh Agrawal', 'Alexandre Evfimievski', 'Ramakrishnan Srikant']",2003,SIGMOD,53908d6520f70186a0dd19fc
Warping indexes with envelope transforms for query by humming,"['Yunyue Zhu', 'Dennis Shasha']",2003,SIGMOD,53908d6520f70186a0dd1a04
Chain: operator scheduling for memory minimization in data stream systems,"['Brian Babcock', 'Shivnath Babu', 'Rajeev Motwani', 'Mayur Datar']",2003,SIGMOD,53908d6520f70186a0dd1a0a
D(k)-index: an adaptive structural summary for graph-structured data,"['Qun Chen', 'Andrew Lim', 'Kian Win Ong']",2003,SIGMOD,53908d6520f70186a0dd1a00
Exchanging intensional XML data,"['Tova Milo', 'Serge Abiteboul', 'Bernd Amann', 'Omar Benjelloun', 'Fred Dang Ngoc']",2003,SIGMOD,53908d6520f70186a0dd1a0d
Capturing both types and constraints in data integration,"['Michael Benedikt', 'Chee-Yong Chan', 'Wenfei Fan', 'Juliana Freire', 'Rajeev Rastogi']",2003,SIGMOD,53908d6520f70186a0dd1a0c
On schema matching with opaque column names and data values,"['Jaewoo Kang', 'Jeffrey F. Naughton']",2003,SIGMOD,53908d6520f70186a0dd1a06
Processing set expressions over continuous update streams,"['Sumit Ganguly', 'Minos Garofalakis', 'Rajeev Rastogi']",2003,SIGMOD,53908d6520f70186a0dd1a0b
Winnowing: local algorithms for document fingerprinting,"['Saul Schleimer', 'Daniel S. Wilkerson', 'Alex Aiken']",2003,SIGMOD,53908d6520f70186a0dd19fb
Distributed top-k monitoring,"['Brian Babcock', 'Chris Olston']",2003,SIGMOD,53908d6520f70186a0dd19f7
Spectral bloom filters,"['Saar Cohen', 'Yossi Matias']",2003,SIGMOD,53908d6520f70186a0dd1a09
Rondo: a programming platform for generic model management,"['Sergey Melnik', 'Erhard Rahm', 'Philip A. Bernstein']",2003,SIGMOD,53908d6520f70186a0dd1a05
ViST: a dynamic index method for querying XML data by tree structures,"['Haixun Wang', 'Sanghyun Park', 'Wei Fan', 'Philip S. Yu']",2003,SIGMOD,53908d6520f70186a0dd19fe
Scientific data repositories: designing for a moving target,"['Etzard Stolte', 'Christoph von Praun', 'Gustavo Alonso', 'Thomas Gross']",2003,SIGMOD,53908d6520f70186a0dd1a12
A theory of redo recovery,"['David Lomet', 'Mark Tuttle']",2003,SIGMOD,53908d6520f70186a0dd1a16
Mapping data in peer-to-peer systems: semantics and algorithmic issues,"['Anastasios Kementsietsidis', 'Marcelo Arenas', 'Renée J. Miller']",2003,SIGMOD,53908d6520f70186a0dd1a10
Formal semantics and analysis of object queries,['G. M. Bierman'],2003,SIGMOD,53908d6520f70186a0dd1a17
Robust and efficient fuzzy match for online data cleaning,"['Surajit Chaudhuri', 'Kris Ganjam', 'Venkatesh Ganti', 'Rajeev Motwani']",2003,SIGMOD,53908d6520f70186a0dd1a0f
Estimating compilation time of a query optimizer,"['Ihab F. Ilyas', 'Jun Rao', 'Guy Lohman', 'Dengfeng Gao', 'Eileen Lin']",2003,SIGMOD,53908d6520f70186a0dd1a14
A characterization of the sensitivity of query optimization to storage access cost parameters,"['Frederick R. Reiss', 'Tapas Kanungo']",2003,SIGMOD,53908d6520f70186a0dd1a15
Efficient similarity search and classification via rank aggregation,"['Ronald Fagin', 'Ravi Kumar', 'D. Sivakumar']",2003,SIGMOD,53908d6520f70186a0dd1a0e
Contorting high dimensional data for efficient main memory KNN processing,"['Bin Cui', 'Beng Chin Ooi', 'Jianwen Su', 'Kian-Lee Tan']",2003,SIGMOD,53908d6520f70186a0dd1a1d
XPath queries on streaming data,"['Feng Peng', 'Sudarshan S. Chawathe']",2003,SIGMOD,53908d6520f70186a0dd1a19
Hardware acceleration for spatial selections and joins,"['Chengyu Sun', 'Divyakant Agrawal', 'Amr El Abbadi']",2003,SIGMOD,53908d6520f70186a0dd1a1b
XRANK: ranked keyword search over XML documents,"['Lin Guo', 'Feng Shao', 'Chavdar Botev', 'Jayavel Shanmugasundaram']",2003,SIGMOD,53908d6520f70186a0dd19f6
Cache-and-query for wide area sensor databases,"['Amol Deshpande', 'Suman Nath', 'Phillip B. Gibbons', 'Srinivasan Seshan']",2003,SIGMOD,53908d6520f70186a0dd1a1f
Location-based spatial queries,"['Jun Zhang', 'Manli Zhu', 'Dimitris Papadias', 'Yufei Tao', 'Dik Lun Lee']",2003,SIGMOD,53908d6520f70186a0dd1a1a
Extracting structured data from Web pages,"['Arvind Arasu', 'Hector Garcia-Molina']",2003,SIGMOD,53908d6520f70186a0dd1a11
Stream processing of XPath queries with predicates,"['Ashish Kumar Gupta', 'Dan Suciu']",2003,SIGMOD,53908d6520f70186a0dd1a18
Abstracts of invited industrial track presentations,['Zachary Ives'],2003,SIGMOD,53908d6520f70186a0dd1a2a
Dynamic sample selection for approximate query processing,"['Brian Babcock', 'Surajit Chaudhuri', 'Gautam Das']",2003,SIGMOD,53908d6520f70186a0dd1a22
Dynamic XML documents with distribution and replication,"['Serge Abiteboul', 'Angela Bonifati', 'Grégory Cobéna', 'Ioana Manolescu', 'Tova Milo']",2003,SIGMOD,53908d6520f70186a0dd1a21
An optimal and progressive algorithm for skyline queries,"['Dimitris Papadias', 'Yufei Tao', 'Greg Fu', 'Bernhard Seeger']",2003,SIGMOD,53908d6520f70186a0dd1a1c
Multi-dimensional clustering: a new data layout scheme in DB2,"['Sriram Padmanabhan', 'Bishwaranjan Bhattacharjee', 'Tim Malkemus', 'Leslie Cranston', 'Matthew Huras']",2003,SIGMOD,53908d6520f70186a0dd1a2b
A framework for diagnosing changes in evolving data streams,['Charu C. Aggarwal'],2003,SIGMOD,53908d6520f70186a0dd1a25
WinMagic: subquery elimination using window aggregation,"['Calisto Zuzarte', 'Hamid Pirahesh', 'Wenbin Ma', 'Qi Cheng', 'Linqi Liu', 'Kwai Wong']",2003,SIGMOD,53908d6520f70186a0dd1a2e
SOCQET: semantic OLAP with compressed cube and summarization,"['Laks V. S. Lakshmanan', 'Jian Pei', 'Yan Zhao']",2003,SIGMOD,53908d6520f70186a0dd1a30
A comprehensive XQuery to SQL translation using dynamic interval encoding,"['David DeHaan', 'David Toman', 'Mariano P. Consens', 'M. Tamer Özsu']",2003,SIGMOD,53908d6520f70186a0dd1a29
QXtract: a building block for efficient information extraction from text databases,"['Eugene Agichtein', 'Luis Gravano']",2003,SIGMOD,53908d6520f70186a0dd1a35
PeerDB: peering into personal databases,"['Beng Chin Ooi', 'Kian-Lee Tan', 'Aoying Zhou', 'Chin Hong Goh', 'Yingguang Li', 'Chu Yee Liau', 'Bo Ling', 'Wee Siong Ng', 'Yanfeng Shu', 'Xiaoyu Wang', 'Ming Zhang']",2003,SIGMOD,53908d6520f70186a0dd1a31
Transparent mid-tier database caching in SQL server,"['Per-Åke Larson', 'Jonathan Goldstein', 'Jingren Zhou']",2003,SIGMOD,53908d6520f70186a0dd1a33
PIX: exact and approximate phrase matching in XML,"['Sihem Amer-Yahia', 'Mary Fernández', 'Divesh Srivastava', 'Yu Xu']",2003,SIGMOD,53908d6520f70186a0dd1a36
Adaptive filters for continuous queries over distributed data streams,"['Chris Olston', 'Jing Jiang', 'Jennifer Widom']",2003,SIGMOD,53908d6520f70186a0dd1a24
LockX: a system for efficiently querying secure XML,"['SungRan Cho', 'Sihem Amer-Yahia', 'Laks V. S. Lakshmanan', 'Divesh Srivastava']",2003,SIGMOD,53908d6520f70186a0dd1a3b
TREX: DTD-conforming XML to XML transformations,"['Aoying Zhou', 'Qing Wang', 'Zhimao Guo', 'Xueqing Gong', 'Shihui Zheng', 'Hongwei Wu', 'Jianchang Xiao', 'Kun Yue', 'Wenfei Fan']",2003,SIGMOD,53908d6520f70186a0dd1a3c
Rainbow: multi-XQuery optimization using materialized XML views,"['Xin Zhang', 'Katica Dimitrova', 'Ling Wang', 'Maged El Sayed', 'Brian Murphy', 'Bradford Pielech', 'Mukesh Mulchandani', 'Luping Ding', 'Elke A. Rundensteiner']",2003,SIGMOD,53908d6520f70186a0dd1a3d
ROLEX: relational on-line exchange with XML,"['Philip Bohannon', 'Xin (Luna) Dong', 'Sumit Ganguly', 'Henry F. Korth', 'Chengkai Li', 'P. P. S. Narayan', 'Pradeep Shenoy']",2003,SIGMOD,53908d6520f70186a0dd1a3f
Evaluating probabilistic queries over imprecise data,"['Reynold Cheng', 'Dmitri V. Kalashnikov', 'Sunil Prabhakar']",2003,SIGMOD,53908d6520f70186a0dd1a23
PLASTIC: reducing query optimization overheads through plan recycling,"['Vibhuti S. Sengar', 'Jayant R. Haritsa']",2003,SIGMOD,53908d6520f70186a0dd1a42
STREAM: the stanford stream data manager (demonstration description),"['Arvind Arasu', 'Brian Babcock', 'Shivnath Babu', 'Mayur Datar', 'Keith Ito', 'Itaru Nishizawa', 'Justin Rosenstein', 'Jennifer Widom']",2003,SIGMOD,53908d6520f70186a0dd1a37
IPSOFACTO: a visual correlation tool for aggregate network traffic data,"['Flip Korn', 'S. Muthukrishnan', 'Yunyue Zhu']",2003,SIGMOD,53908d6520f70186a0dd1a43
BIRN-M: a semantic mediator for solving real-world neuroscience problems,"['Amarnath Gupta', 'Bertram Ludäscher', 'Maryann E. Martone']",2003,SIGMOD,53908d6520f70186a0dd1a44
The Lowell report,"['Jim Gray', 'Hans Schek', 'Michael Stonebraker', 'Jeff Ullman']",2003,SIGMOD,53908d6520f70186a0dd1a46
Aurora: a data stream management system,"['D. Abadi', 'D. Carney', 'U. Çetintemel', 'M. Cherniack', 'C. Convey', 'C. Erwin', 'E. Galvez', 'M. Hatoun', 'A. Maskey', 'A. Rasin', 'A. Singer', 'M. Stonebraker', 'N. Tatbul', 'Y. Xing', 'R. Yan', 'S. Zdonik']",2003,SIGMOD,53908d6520f70186a0dd1a38
XQuery: a query language for XML,['Don Chamberlin'],2003,SIGMOD,53908d6520f70186a0dd1a48
Data grid management systems,"['Arun Jagatheesan', 'Arcot Rajasekar']",2003,SIGMOD,53908d6520f70186a0dd1a49
TelegraphCQ: continuous dataflow processing,"['Sirish Chandrasekaran', 'Owen Cooper', 'Amol Deshpande', 'Michael J. Franklin', 'Joseph M. Hellerstein', 'Wei Hong', 'Sailesh Krishnamurthy', 'Samuel R. Madden', 'Fred Reiss', 'Mehul A. Shah']",2003,SIGMOD,53908d6520f70186a0dd1a3a
Gigascope: a stream database for network applications,"['Chuck Cranor', 'Theodore Johnson', 'Oliver Spataschek', 'Vladislav Shkapenyuk']",2003,SIGMOD,53908d6520f70186a0dd1a2d
Data quality and data cleaning: an overview,"['Theodore Johnson', 'Tamraparni Dasu']",2003,SIGMOD,53908d6520f70186a0dd1a47
TIMBER: a native system for querying XML,"['Stelios Paparizos', 'Shurug Al-Khalifa', 'Adriane Chapman', 'H. V. Jagadish', 'Laks V. S. Lakshmanan', 'Andrew Nierman', 'Jignesh M. Patel', 'Divesh Srivastava', 'Nuwee Wiwatwattana', 'Yuqing Wu', 'Cong Yu']",2003,SIGMOD,53908d6520f70186a0dd1a3e
Panel: querying networked databases,"['Nick Koudas', 'Divesh Srivastava']",2003,SIGMOD,53908d6520f70186a0dd1a45
A system for watermarking relational databases,"['Rakesh Agrawal', 'Peter J. Haas', 'Jerry Kiernan']",2003,SIGMOD,53908d6520f70186a0dd1a40
Query by humming: in action with its technology revealed,"['Yunyue Zhu', 'Dennis Shasha', 'Xiaojian Zhao']",2003,SIGMOD,53908d6520f70186a0dd1a41
The design of an acquisitional query processor for sensor networks,"['Samuel Madden', 'Michael J. Franklin', 'Joseph M. Hellerstein', 'Wei Hong']",2003,SIGMOD,53908d6520f70186a0dd1a1e
IrisNet: Internet-scale resource-intensive sensor services,"['Amol Deshpande', 'Suman Nath', 'Phillip B. Gibbons', 'Srinivasan Seshan']",2003,SIGMOD,53908d6520f70186a0dd1a39
DBCache: middle-tier database caching for highly scalable e-business architectures,"['Christof Bornhövd', 'Mehmet Altinel', 'Sailesh Krishnamurthy', 'C. Mohan', 'Hamid Pirahesh', 'Berthold Reinwald']",2003,SIGMOD,53908d6520f70186a0dd1a34
GridDB: a relational interface for the grid,"['David T. Liu', 'Michael J. Franklin', 'Devesh Parekh']",2003,SIGMOD,53908d6520f70186a0dd1a32
CMVF: a novel dimension reduction scheme for efficient indexing in a large image database,"['Jialie Shen', 'Anne H. H. Ngu', 'John Shepherd', 'Du Q. Huynh', 'Quan Z. Sheng']",2003,SIGMOD,53908d6520f70186a0dd1a2f
Integration of electronic tickets and personal guide system for public transport using mobile terminals,"['Koichi Goto', 'Yahiko Kambayashi']",2003,SIGMOD,53908d6520f70186a0dd1a2c
Using sets of feature vectors for similarity search on voxelized CAD objects,"['Hans-Peter Kriegel', 'Stefan Brecheisen', 'Peer Kröger', 'Martin Pfeifle', 'Matthias Schubert']",2003,SIGMOD,53908d6520f70186a0dd1a26
On relational support for XML publishing: beyond sorting and tagging,"['Surajit Chaudhuri', 'Raghav Kaushik', 'Jeffrey F. Naughton']",2003,SIGMOD,53908d6520f70186a0dd1a28
QCluster: relevance feedback using adaptive clustering for content-based image retrieval,"['Deok-Hwan Kim', 'Chin-Wan Chung']",2003,SIGMOD,53908d6520f70186a0dd1a27
Composing XSL transformations with XML publishing views,"['Chengkai Li', 'Philip Bohannon', 'P. P. S. Narayan']",2003,SIGMOD,53908d6520f70186a0dd1a20
Factorizing complex predicates in queries to exploit indexes,"['Surajit Chaudhuri', 'Prasanna Ganesan', 'Sunita Sarawagi']",2003,SIGMOD,53908d6520f70186a0dd1a13
Statistical schema matching across web query interfaces,"['Bin He', 'Kevin Chen-Chuan Chang']",2003,SIGMOD,53908d6520f70186a0dd1a07
Extended wavelets for multiple measures,"['Antonios Deligiannakis', 'Nick Roussopoulos']",2003,SIGMOD,53908d6520f70186a0dd1a08
XPRESS: a queriable compression for XML data,"['Jun-Ki Min', 'Myung-Jae Park', 'Chin-Wan Chung']",2003,SIGMOD,53908d6520f70186a0dd19ff
Efficient processing of joins on set-valued attributes,['Nikos Mamoulis'],2003,SIGMOD,53908d6520f70186a0dd1a02
Containment join size estimation: models and methods,"['Wei Wang', 'Haifeng Jiang', 'Hongjun Lu', 'Jeffrey Xu Yu']",2003,SIGMOD,53908d6520f70186a0dd1a01
"Temporal coalescing with now granularity, and incomplete information",['Curtis E. Dyreson'],2003,SIGMOD,53908d6520f70186a0dd1a03
"Analyzing massive data streams: past, present, and future",['Minos Garofalakis'],2003,SIGMOD,53908e0020f70186a0dd49b8
Processing frequent itemset discovery queries by division and set containment join operators,['Ralf Rantzau'],2003,SIGMOD,53908e0020f70186a0dd49bb
Deriving link-context from HTML tag tree,['Gautam Pant'],2003,SIGMOD,53908e0020f70186a0dd49bf
Weave amino acid sequences for protein secondary structure prediction,"['Xiaochun Yang', 'Bin Wang']",2003,SIGMOD,53908e0020f70186a0dd49c3
Assuring privacy when big brother is watching,"['Murat Kantarcioĝlu', 'Chris Clifton']",2003,SIGMOD,53908e0020f70186a0dd49c4
Efficient OLAP operations for spatial data using peano trees,"['Baoying Wang', 'Fei Pan', 'Dongmei Ren', 'Yue Cui', 'Qiang Ding', 'William Perrizo']",2003,SIGMOD,53908e0020f70186a0dd49bc
Clustering binary data streams with K-means,['Carlos Ordonez'],2003,SIGMOD,53908e0020f70186a0dd49ba
Graph-based ranking algorithms for e-mail expertise analysis,"['Byron Dom', 'Iris Eiron', 'Alex Cozzi', 'Yi Zhang']",2003,SIGMOD,53908e0020f70186a0dd49be
Clustering of streaming time series is meaningless,"['Jessica Lin', 'Eamonn Keogh', 'Wagner Truppel']",2003,SIGMOD,53908e0020f70186a0dd49c0
"A symbolic representation of time series, with implications for streaming algorithms","['Jessica Lin', 'Eamonn Keogh', 'Stefano Lonardi', 'Bill Chiu']",2003,SIGMOD,53908e0020f70186a0dd49b9
Dynamic inference control,['Jessica Staddon'],2003,SIGMOD,53908e0020f70186a0dd49c5
Using transposition for pattern discovery from microarray data,"['François Rioult', 'Jean-François Boulicaut', 'Bruno Crémilleux', 'Jérémy Besson']",2003,SIGMOD,53908e0020f70186a0dd49c2
A learning-based approach to estimate statistics of operators in continuous queries: a case study,"['Like Gao', 'Min Wang', 'X. Sean Wang', 'Sriram Padmanabhan']",2003,SIGMOD,53908e0020f70186a0dd49c1
Clustering gene expression data in SQL using locally adaptive metrics,"['Dimitris Papadopoulos', 'Carlotta Domeniconi', 'Dimitrios Gunopulos', 'Sheng Ma']",2003,SIGMOD,53908e0020f70186a0dd49bd
Proceedings of the 8th ACM SIGMOD workshop on Research issues in data mining and knowledge discovery,"['Mohammed J. Zaki', 'Charu C. Aggarwal']",2003,SIGMOD,53908e0020f70186a0dd49b7
Learning about data integration challenges from day one,['Alon Y. Halevy'],2003,SIGMOD,5390958920f70186a0deec74
Guest editor's introduction,['Karl Aberer'],2003,SIGMOD,5390958920f70186a0deec76
Analysis of SIGMOD's co-authorship graph,"['Mario A. Nascimento', 'Jörg Sander', 'Jeffrey Pound']",2003,SIGMOD,5390958920f70186a0deec72
Peer-to-peer research at Stanford,"['Mayank Bawa', 'Brian F. Cooper', 'Arturo Crespo', 'Neil Daswani', 'Prasanna Ganesan', 'Hector Garcia-Molina', 'Sepandar Kamvar', 'Sergio Marti', 'Mario Schlosser', 'Qi Sun', 'Patrick Vinograd', 'Beverly Yang']",2003,SIGMOD,5390958920f70186a0deec77
Standards for databases on the grid,"['Susan Malaika', 'Andrew Eisenberg', 'Jim Melton']",2003,SIGMOD,5390958920f70186a0deec81
Design issues and challenges for RDF- and schema-based peer-to-peer systems,"['Wolfgang Nejdl', 'Wolf Siberski', 'Michael Sintek']",2003,SIGMOD,5390958920f70186a0deec7a
